Date,Open,High,Low,Close,Adj Close,Volume
2024-01-19,477.649994,482.720001,476.540009,482.429993,479.389160,110733300
2024-01-22,484.010010,485.220001,482.779999,483.450012,480.402740,75844900
2024-01-23,484.010010,485.109985,482.890015,484.859985,481.803833,49945300
2024-01-24,487.809998,488.769989,484.880005,485.390015,482.330505,81765000
2024-01-25,487.579987,488.309998,485.390015,488.029999,484.953857,72525000
2024-01-26,487.589996,489.119995,486.540009,487.410004,484.337769,76641600
2024-01-29,487.730011,491.420013,487.170013,491.269989,488.173401,61322800
2024-01-30,490.559998,491.619995,490.109985,490.890015,487.795837,58618400
2024-01-31,488.619995,489.079987,482.859985,482.880005,479.836304,126011100
2024-02-01,484.630005,489.230011,483.799988,489.200012,486.116516,91891600
2024-02-02,489.649994,496.049988,489.299988,494.350006,491.234039,99147700
2024-02-05,493.700012,494.380005,490.230011,492.549988,489.445374,75757100
2024-02-06,493.519989,494.320007,492.049988,493.980011,490.866364,55918600
2024-02-07,496.290009,498.529999,495.359985,498.100006,494.960388,70556500
2024-02-08,498.100006,498.709991,497.260010,498.320007,495.179016,52343600
2024-02-09,498.839996,501.649994,498.489990,501.200012,498.040863,63979400
2024-02-12,501.170013,503.500000,500.239990,500.980011,497.822235,56502300
2024-02-13,494.529999,497.089996,490.720001,494.079987,490.965698,113099200
2024-02-14,496.790009,499.070007,494.399994,498.570007,495.427429,68387800
2024-02-15,499.290009,502.200012,498.799988,502.010010,498.845764,61683000
2024-02-16,501.700012,502.869995,498.750000,499.510010,496.361511,75461200
2024-02-20,497.720001,498.410004,494.450012,496.760010,493.628845,71736700
2024-02-21,495.420013,497.369995,493.559998,497.209991,494.075958,59603800
2024-02-22,504.010010,508.489990,503.019989,507.500000,504.301117,76402500
2024-02-23,509.269989,510.130005,507.100006,507.850006,504.648926,61321800
2024-02-26,508.299988,508.750000,505.859985,505.989990,502.800629,50386700
2024-02-27,506.700012,507.160004,504.750000,506.929993,503.734711,48854500
2024-02-28,505.329987,506.859985,504.959991,506.260010,503.068970,56506600
2024-02-29,508.070007,509.739990,505.350006,508.079987,504.877472,83924800
2024-03-01,508.980011,513.289978,508.559998,512.849976,509.617371,76805900
2024-03-04,512.030029,514.200012,512.000000,512.299988,509.070862,49799300
2024-03-05,510.239990,510.700012,504.910004,507.179993,503.983154,72855600
2024-03-06,510.549988,512.070007,508.420013,509.750000,506.536957,68382400
2024-03-07,513.140015,515.890015,509.809998,514.809998,511.565033,58652100
2024-03-08,515.460022,518.219971,511.130005,511.720001,508.494537,86425500
2024-03-11,510.480011,511.880005,508.500000,511.279999,508.057312,62557200
2024-03-12,513.450012,517.380005,510.859985,516.780029,513.522705,73114400
2024-03-13,517.109985,517.289978,514.489990,515.969971,512.717712,55104100
2024-03-14,516.969971,517.130005,511.820007,514.950012,511.704193,110171800
2024-03-15,510.209991,511.700012,508.119995,509.829987,508.190521,107585800
2024-03-18,514.000000,515.479980,512.440002,512.859985,511.210754,88893300
2024-03-19,512.150024,516.000000,511.119995,515.710022,514.051636,60755300
2024-03-20,515.770020,520.619995,515.080017,520.479980,518.806274,69594600
2024-03-21,523.390015,524.109985,521.909973,522.200012,520.520752,60256100
2024-03-22,522.109985,522.609985,520.969971,521.210022,519.533936,79023000
2024-03-25,519.799988,520.950012,519.609985,519.770020,518.098572,48512100
2024-03-26,521.229980,521.580017,518.400024,518.809998,517.141663,65463700
2024-03-27,521.710022,523.210022,519.489990,523.169983,521.487610,82999800
2024-03-28,523.210022,524.609985,522.780029,523.070007,521.387939,96294900
2024-04-01,523.830017,524.380005,520.969971,522.159973,520.480835,62477500
2024-04-02,518.239990,518.979980,516.479980,518.840027,517.171570,74230300
2024-04-03,517.719971,520.950012,517.669983,519.409973,517.739685,59155800
2024-04-04,523.520020,523.869995,512.760010,513.070007,511.420105,96858100
2024-04-05,514.460022,520.440002,514.010010,518.429993,516.762878,74482100
2024-04-08,519.150024,520.179993,517.890015,518.719971,517.051880,48401800
2024-04-09,520.500000,520.750000,514.349976,519.320007,517.650024,68124400
2024-04-10,513.479980,516.159973,512.090027,514.119995,512.466736,82652800
2024-04-11,515.679993,519.479980,512.080017,518.000000,516.334229,70099000
2024-04-12,514.369995,515.820007,509.079987,510.850006,509.207245,92469100
2024-04-15,515.130005,515.299988,503.579987,504.450012,502.827850,92101400
2024-04-16,504.940002,506.500000,502.209991,503.529999,501.910797,73484000
2024-04-17,506.049988,506.220001,499.119995,500.549988,498.940369,75910300
2024-04-18,501.980011,504.130005,498.559998,499.519989,497.913666,74548100
2024-04-19,499.440002,500.459991,493.859985,495.160004,493.567688,102129100
2024-04-22,497.829987,502.380005,495.429993,499.720001,498.113037,67961000
2024-04-23,501.779999,506.089996,499.529999,505.649994,504.023956,64633600
2024-04-24,506.559998,507.369995,503.130005,505.410004,503.784729,55928100
2024-04-25,499.179993,504.269989,497.489990,503.489990,501.870911,69122400
2024-04-26,506.350006,509.880005,505.700012,508.260010,506.625580,64306100
2024-04-29,510.089996,510.750000,507.250000,510.059998,508.419769,46415400
2024-04-30,508.559998,509.559998,501.980011,501.980011,500.365784,77483600
2024-05-01,501.380005,508.190002,499.869995,500.350006,498.741028,80242800
2024-05-02,504.149994,505.890015,499.549988,505.029999,503.405945,62550200
2024-05-03,511.160004,512.549988,508.559998,511.290009,509.645844,72756700
2024-05-06,513.750000,516.609985,513.299988,516.570007,514.908875,47264700
2024-05-07,517.559998,518.570007,516.450012,517.140015,515.477051,52561300
2024-05-08,515.260010,517.739990,515.140015,517.190002,515.526855,42047200
2024-05-09,517.380005,520.210022,516.710022,520.169983,518.497253,43643700
2024-05-10,521.809998,522.640015,519.590027,520.840027,519.165161,52233200
2024-05-13,522.559998,522.669983,519.739990,520.909973,519.234863,36716400
2024-05-14,521.109985,523.830017,520.559998,523.299988,521.617188,57535900
2024-05-15,525.830017,530.080017,525.179993,529.780029,528.076416,59504900
2024-05-16,529.880005,531.520020,528.539978,528.690002,526.989868,50244800
2024-05-17,528.809998,529.520020,527.320007,529.450012,527.747437,59187600
2024-05-20,529.570007,531.559998,529.169983,530.059998,528.355469,37764200
2024-05-21,529.280029,531.520020,529.070007,531.359985,529.651245,33437000
2024-05-22,530.650024,531.380005,527.599976,529.830017,528.126221,48390000
2024-05-23,532.960022,533.070007,524.719971,525.960022,524.268677,57211200
2024-05-24,527.849976,530.270020,526.880005,529.440002,527.737488,41258400
2024-05-28,530.270020,530.510010,527.109985,529.809998,528.106262,36269600
2024-05-29,525.679993,527.309998,525.369995,526.099976,524.408203,45190300
2024-05-30,524.520020,525.200012,521.330017,522.609985,520.929382,46468500
2024-05-31,523.590027,527.500000,518.359985,527.369995,525.674133,90785800
2024-06-03,529.020020,529.309998,522.599976,527.799988,526.102722,46835700
2024-06-04,526.460022,529.150024,524.960022,528.390015,526.690857,34632700
2024-06-05,530.770020,534.690002,528.729980,534.669983,532.950623,47610400
2024-06-06,534.979980,535.419983,532.679993,534.659973,532.940674,30808500
2024-06-07,533.659973,536.890015,532.539978,534.010010,532.292786,43224500
2024-06-10,533.179993,535.989990,532.570007,535.659973,533.937439,35729300
2024-06-11,534.070007,537.010010,532.049988,536.950012,535.223328,36383400
2024-06-12,541.630005,544.119995,540.299988,541.359985,539.619141,63251300
2024-06-13,543.150024,543.330017,539.590027,542.450012,540.705627,44760900
2024-06-14,540.880005,542.809998,539.849976,542.780029,541.034607,40089900
2024-06-17,542.080017,548.530029,541.609985,547.099976,545.340637,55839500
2024-06-18,547.159973,548.619995,546.729980,548.489990,546.726196,41376400
2024-06-20,549.440002,550.119995,545.179993,547.000000,545.240967,70328200
2024-06-21,544.400024,545.650024,543.020020,544.510010,544.510010,64513900
2024-06-24,544.330017,546.950012,542.619995,542.739990,542.739990,45528700
2024-06-25,543.989990,545.200012,542.440002,544.830017,544.830017,38273300
2024-06-26,543.690002,546.239990,543.030029,545.510010,545.510010,38550600
2024-06-27,545.369995,546.960022,544.609985,546.369995,546.369995,35041500
2024-06-28,547.159973,550.280029,542.950012,544.219971,544.219971,76144500
2024-07-01,545.630005,545.880005,542.520020,545.340027,545.340027,40297800
2024-07-02,543.700012,549.010010,543.650024,549.010010,549.010010,40434800
2024-07-03,548.690002,551.830017,548.650024,551.460022,551.460022,32789900
2024-07-05,551.770020,555.049988,551.119995,554.640015,554.640015,41488400
2024-07-08,555.440002,556.250000,554.190002,555.280029,555.280029,36110500
2024-07-09,556.260010,557.179993,555.520020,555.820007,555.820007,27289700
2024-07-10,557.070007,561.669983,556.770020,561.320007,561.320007,38701200
2024-07-11,561.440002,562.330017,555.830017,556.479980,556.479980,53054200
2024-07-12,557.630005,563.669983,557.150024,559.989990,559.989990,53084400
2024-07-15,562.030029,564.840027,559.630005,561.530029,561.530029,40584300
2024-07-16,562.869995,565.159973,562.099976,564.859985,564.859985,36475300
2024-07-17,558.799988,560.510010,556.609985,556.940002,556.940002,57119000
2024-07-18,558.510010,559.520020,550.429993,552.659973,552.659973,56270400
2024-07-19,552.419983,554.080017,547.909973,548.989990,548.989990,65509100
2024-07-22,553.000000,555.270020,551.020020,554.650024,554.650024,43346700
2024-07-23,554.539978,556.739990,553.280029,553.780029,553.780029,34439600
2024-07-24,548.859985,549.169983,540.289978,541.229980,541.229980,74515300
2024-07-25,541.349976,547.460022,537.450012,538.409973,538.409973,61158300
2024-07-26,542.280029,547.190002,541.489990,544.440002,544.440002,53763800
2024-07-29,546.020020,547.049988,542.719971,544.760010,544.760010,39515800
2024-07-30,546.260010,547.340027,538.520020,542.000000,542.000000,46853600
2024-07-31,548.979980,553.500000,547.580017,550.809998,550.809998,65663400
2024-08-01,552.570007,554.869995,539.429993,543.010010,543.010010,76428700
2024-08-02,535.750000,536.989990,528.599976,532.900024,532.900024,82789100
2024-08-05,511.640015,523.580017,510.269989,517.380005,517.380005,145802400
2024-08-06,519.219971,524.289978,517.890015,522.799988,522.799988,17376981
